username,session,class,mean_time,std_time,median_time,min_time,max_time,q1_time,q3_time,q10_time,q90_time,iqr,range_time,cv,skewness,kurtosis,mean_rolling_mean,std_rolling_mean,mean_rolling_std,rhythm_consistency,total_time,num_keys
tashi,1,1,132.56507647508982,12.399690715692138,129.838235658694,113.76551637867627,154.59077773290036,121.9706664251463,140.7713199249829,120.71545422740013,148.70240016810587,18.800653499836585,40.8252613542241,0.09353663155787605,0.3373133036739043,1.8983023054103636,129.60741361977716,6.972760026008923,9.10600860703003,12.02701941952543,1590.780917701078,12
tashi,2,1,129.5262756191801,13.519456375038105,125.60328166496421,109.92551346972736,151.27937468473138,119.38092759020579,141.31124505797004,114.68371838393851,149.65510073872633,21.930317467764255,41.35386121500402,0.10437616854503427,0.36428577420049857,1.7899323119330062,124.77060575482028,6.912258183758267,9.196659824952151,10.330209635972455,1554.315307430161,12
tashi,3,1,128.23309542485734,10.779040218582997,122.37135966753404,114.8256094069895,149.72170056290994,120.8259534817826,136.5415524832961,118.74474771359591,142.26993070924857,15.715599001513496,34.896091155920445,0.08405817689162275,0.6876160650582707,2.091044623079852,124.80850936579735,4.689069096195425,7.453850730167741,13.044206546662023,1538.7971450982882,12
tashi,4,1,130.21086432449076,15.438651787572498,133.74209896912006,99.0172094142475,150.8071993862777,121.2677498212395,142.04595916663894,111.21543306851824,146.3391099480059,20.778209345399432,51.789989972030185,0.11856654103069887,-0.5093137532581719,2.154510340943883,126.89215629369593,6.93722636243788,12.292526154654816,18.710308090909855,1562.530371893889,12
tashi,5,1,126.28130494847603,17.453581174258193,121.60542210947781,99.0907438970433,156.83599892291954,111.95725723208211,144.8044666527344,109.15606184018371,146.25919711305568,32.84720942065228,57.74525502587625,0.13821191649373135,0.2759833674369358,1.8198808245407443,120.66941897381865,6.094954491760415,12.558686929158647,20.137422547995243,1515.3756593817125,12
tashi,6,1,130.71491056067944,14.814682502044512,128.15768194942152,105.90700773777995,168.15037483889714,124.6564982625574,136.59210025854404,115.50791485549642,142.62789558990744,11.93560199598663,62.24336710111719,0.11333582709500732,0.8892057607015712,4.224409876312524,126.95550180404352,3.593374025816357,10.207701736905376,19.23315198268539,1568.5789267281532,12
tashi,7,1,124.55056222989249,14.123417367499275,124.00743970217836,98.35750094811957,156.18424928032647,117.69790066521529,132.85925398189502,110.09122531514517,133.95502967459205,15.161353316679737,57.826748332206904,0.11339505109122354,0.29140480714362577,3.3055342075020544,121.96540746090201,4.049503426896625,13.136129142143433,18.73496560207288,1494.60674675871,12
tashi,8,1,129.22138857120973,17.129908747470573,125.61656932022841,109.20068820428136,164.8671730711709,117.22108136596955,132.9304384877001,112.66036315780052,158.4424276618142,15.709357121730534,55.66648486688953,0.13256248781161203,0.979177375876468,2.789435204821467,124.94471718173713,6.765810520174865,12.624793474259501,20.404829570158377,1550.6566628545168,12
tashi,9,1,127.25309800851444,13.177069608306926,123.16381164673643,111.72585207595036,152.26608334462642,116.9260860718044,137.816887229055,112.7035913738479,144.19483793424803,20.890801157250593,40.54023126867607,0.10355008887426265,0.49409099642409937,1.8967370196701854,123.15188767882374,4.93391059151551,9.928269343574176,16.4274803181733,1527.0371761021734,12
tashi,10,1,125.28077966218216,13.496155225167838,119.60059799019605,110.02036480911701,151.1150076314708,115.85746035302704,131.05744713827227,112.6986817445982,147.72919221557498,15.19998678524523,41.09464282235379,0.10772726081015803,0.8215096514143392,2.265522212865564,123.00603761623778,3.46668598494306,9.717948432773227,20.572432541840715,1503.3693559461858,12
