username,session,class,mean_time,std_time,median_time,min_time,max_time,q1_time,q3_time,q10_time,q90_time,iqr,range_time,cv,skewness,kurtosis,mean_rolling_mean,std_rolling_mean,mean_rolling_std,rhythm_consistency,total_time,num_keys
suj,1,1,112.28407473974387,18.414886418697844,112.41781359971465,81.51558559696015,138.6738341064381,97.73701703278704,126.55684377298209,92.5333346251135,137.52772543286363,28.819826740195055,57.15824850947796,0.16400265542001874,-0.031795208270279644,1.6751332910811554,105.59972119827769,6.6896987907386505,14.150774154758135,20.803769753261317,1347.4088968769265,12
suj,2,1,132.71595962909535,15.149248936000996,130.32965817598267,111.02544713004109,167.12824283037435,124.26662991535126,138.01892314785212,116.16341866292656,153.17443406737078,13.752293232500861,56.10279570033326,0.11414790638849302,0.826702214955504,3.1025933283097906,128.68953405011567,6.245161272498663,10.761063407983091,17.592659252709232,1592.591515549144,12
suj,3,1,130.9197504671221,16.0105656775376,132.21705495354954,101.92916836913048,165.62194906687878,122.70550099565675,140.07043410362962,111.31791869235552,144.49277830017806,17.364933107972874,63.692780697748304,0.12229297428701054,0.24127009229337082,3.0681242668002118,127.55597984149209,9.341568308514066,12.98187626389318,17.3279593294037,1571.037005605465,12
suj,4,1,125.91586580989303,12.57098935649663,123.33078397669948,112.31755073334514,162.21774084379996,119.77843367900901,129.1073559594399,113.85552775039793,132.45118670193264,9.328922280430888,49.900190110454815,0.09983642073729,1.7936669139188173,6.031775040649902,123.84660689721152,5.704334092715447,9.116515054873574,16.612966401134287,1510.9903897187164,12
suj,5,1,121.26919627417992,12.681264607182127,123.17379670431379,99.4559796066307,138.5395892259454,115.95574995661696,130.33424370628137,100.31618584120042,134.91494748770768,14.378493749664415,39.0836096193147,0.10457119364847448,-0.5161378131858007,2.0681095462931913,120.13508920498148,2.426125578353083,11.644036735825015,15.957965461148696,1455.230355290159,12
suj,6,1,135.31941661887353,13.043745214589503,136.8265326101935,112.5675716294543,165.22512912038727,128.4797000178715,141.36160211116146,117.80907237736903,143.16386713537838,12.881902093289966,52.65755749093296,0.09639226609531688,0.33458595032189925,3.4591226166768756,135.02908650427008,3.1193251256056818,11.017101349689748,23.037423306169728,1623.8329994264825,12
suj,7,1,132.16455949171282,17.914903484756447,125.90910059347881,107.64856769668995,170.99927831281389,120.33497765832746,143.60620453861713,115.04732190884948,154.0267957004826,23.271226880289674,63.35071061612393,0.13554998067299406,0.7145125452701406,2.5645010840296836,129.96722242391616,5.820166509073723,15.60860418211177,27.802691694016776,1585.974713900554,12
suj,8,1,126.80766617119599,18.488277139050794,128.07052915130527,102.5476864548865,160.40002252855805,110.24209423525795,137.2890663792146,103.35594196074602,151.31029576369406,27.04697214395665,57.85233607367155,0.14579778728906498,0.2649678030762529,1.9160433639842154,125.84290325256043,10.460059534285206,15.583133795473543,24.549395734303452,1521.6919940543519,12
suj,9,1,126.72224760382996,17.778468375038592,125.67716010799103,99.54820081910309,156.6533893333524,112.51557083489841,141.33324878663888,107.41086322270475,150.97652742777362,28.817677951740464,57.10518851424932,0.14029476837105334,0.18218074074329518,1.8058523609889559,121.4764075341018,10.66848827875131,12.68211317165811,13.699355398354005,1520.6669712459595,12
suj,10,1,130.48002009933785,11.348871793541969,130.5424805243965,116.44668781495787,157.08132323115464,120.76501576749426,136.66168875132692,118.91841935012448,138.92219719179687,15.896672983832659,40.63463541619677,0.0869778513591719,0.7578820960770997,2.9867238734444683,128.60045121380074,4.9055865496138145,10.027713538993215,15.949947752031342,1565.7602411920543,12
